salesdate,productid,region,freeship,discount,itemssold
10/14/2024,117,b,1,9.133,179
10/14/2024,100,d,1,3.585,105
10/14/2024,99,e,0,5.171,139
10/14/2024,191,b,1,9.522,97
10/14/2024,238,d,0,8.822,96
10/14/2024,189,d,1,9.487,152
10/14/2024,67,c,0,5.318,32
10/14/2024,61,e,1,0.116,6
10/14/2024,43,d,1,1.025,180
10/14/2024,256,b,0,5.75,210
10/14/2024,194,e,1,1.37,124
10/14/2024,118,b,1,4.918,118
10/14/2024,101,b,1,8.163,140
10/14/2024,97,b,1,8.528,46
10/14/2024,192,d,1,9.19,153
10/14/2024,78,b,0,9.565,115
10/14/2024,238,e,1,4.853,31
10/14/2024,23,a,1,9.454,144
10/14/2024,272,b,0,4.446,83
10/14/2024,34,e,0,4.169,16
10/14/2024,239,e,1,1.506,77
10/14/2024,190,c,0,2.631,101
10/14/2024,259,a,0,1.48,119
10/14/2024,224,a,0,5.442,44
10/14/2024,167,e,0,8.882,145
10/14/2024,276,e,1,1.889,148
10/14/2024,250,a,0,0.285,137
10/14/2024,33,a,1,3.477,75
10/14/2024,234,a,0,9.931,158
10/14/2024,71,a,0,2.357,209
10/14/2024,65,b,0,6.274,193
10/14/2024,102,e,0,4.84,44
10/14/2024,231,b,1,4.385,149
10/14/2024,76,d,0,9.716,131
10/14/2024,276,e,0,4.514,94
10/14/2024,212,e,0,9.896,98
10/14/2024,210,a,1,0.595,128
10/14/2024,297,a,0,9.602,53
10/14/2024,280,e,1,9.245,213
10/14/2024,266,d,0,2.967,170
10/14/2024,108,b,0,7.515,168
10/14/2024,92,b,1,3.564,51
10/14/2024,119,c,0,3.794,214
10/14/2024,259,e,1,1.225,94
10/14/2024,216,c,0,0.078,181
10/14/2024,29,a,1,9.078,61
10/14/2024,176,a,0,9.519,93
10/14/2024,282,d,1,3.985,61
10/14/2024,240,b,0,2.942,26
10/14/2024,177,c,0,1.416,168
10/14/2024,39,b,1,5.738,193
10/14/2024,141,b,0,8.562,209
10/14/2024,90,d,1,7.172,107
10/14/2024,136,c,1,2.958,132
10/14/2024,190,a,1,1.831,9
10/14/2024,66,a,1,3.412,219
10/14/2024,281,a,0,6.513,181
10/14/2024,273,a,1,1.074,48
10/14/2024,292,c,1,0.089,124
10/14/2024,291,c,1,2.559,4
10/14/2024,290,c,1,7.11,74
10/14/2024,150,e,0,4.821,20
10/14/2024,259,e,0,1.779,154
10/14/2024,25,b,0,9.617,180
10/14/2024,29,a,1,9.534,165
10/14/2024,223,a,1,3.693,93
10/14/2024,238,d,1,9.267,211
10/14/2024,88,b,1,2.344,22
10/14/2024,75,d,0,4.796,181
10/14/2024,47,d,1,3.361,174
10/14/2024,161,b,1,0.348,53
10/14/2024,145,a,0,8.137,67
10/14/2024,224,e,0,3.662,138
10/14/2024,178,c,0,7.774,59
10/14/2024,202,d,1,1.597,203
10/14/2024,105,e,0,9.083,178
10/14/2024,78,c,1,3.687,124
10/14/2024,147,b,0,6.182,218
10/14/2024,217,b,0,8.458,29
10/14/2024,246,c,0,6.806,103
10/14/2024,122,e,0,0.676,22
10/14/2024,135,e,1,8.646,19
10/14/2024,150,e,0,4.039,121
10/14/2024,108,d,1,7.994,46
10/14/2024,209,e,1,6.895,184
10/14/2024,103,a,1,7.096,170
10/14/2024,87,c,1,6.299,185
10/14/2024,190,e,0,6.776,21
10/14/2024,148,d,0,6.251,143
10/14/2024,85,a,1,2.242,53
10/14/2024,295,e,0,0.112,213
10/15/2024,195,a,1,2.043,79
10/15/2024,273,d,1,4.955,186
10/15/2024,25,c,0,2.061,100
10/15/2024,89,d,0,1.936,203
10/15/2024,148,a,0,7.874,167
10/15/2024,43,e,1,2.01,203
10/15/2024,273,d,0,5.615,141
10/15/2024,80,a,0,3.009,182
10/15/2024,47,d,1,3.437,151
10/15/2024,84,d,1,7.297,52
10/15/2024,232,e,1,4.356,150
10/15/2024,199,d,0,3.528,74
10/15/2024,262,c,1,3.097,14
10/15/2024,37,a,0,9.894,177
10/15/2024,181,e,1,7.467,11
10/15/2024,88,b,1,0.971,74
10/15/2024,276,c,0,4.618,110
10/15/2024,175,b,1,1.351,92
10/15/2024,93,c,1,2.179,110
10/15/2024,283,b,1,8.261,111
10/15/2024,230,c,1,8.946,124
10/15/2024,141,b,0,4.986,20
10/15/2024,293,e,1,0.805,119
10/15/2024,160,d,0,2.324,192
10/15/2024,163,b,0,9.608,121
10/15/2024,175,e,1,1.548,29
10/15/2024,287,b,1,9.263,43
10/15/2024,190,d,1,5.092,173
10/15/2024,114,b,0,9.399,102
10/15/2024,213,e,0,9.928,208
10/15/2024,58,d,1,0.869,47
10/15/2024,237,e,1,6.248,45
10/15/2024,99,d,1,8.852,104
10/15/2024,293,c,0,4.335,189
10/15/2024,154,b,1,6.691,180
10/15/2024,70,d,1,3.732,213
10/15/2024,96,c,0,1.666,34
10/15/2024,78,a,1,8.123,42
10/15/2024,234,b,0,3.723,65
10/15/2024,49,d,1,0.974,59
10/15/2024,59,b,0,1.696,94
10/15/2024,247,d,1,4.537,156
10/15/2024,184,a,1,8.138,35
10/15/2024,104,a,0,0.354,106
10/15/2024,72,c,0,6.529,215
10/15/2024,44,b,0,8.844,200
10/15/2024,191,b,1,9.982,217
10/15/2024,197,d,0,6.087,157
10/15/2024,40,d,1,4.389,122
10/15/2024,236,a,0,4.145,136
10/15/2024,110,b,1,0.594,33
10/15/2024,157,c,0,5.797,15
10/15/2024,75,b,1,7.092,1
10/15/2024,191,b,0,5.035,154
10/15/2024,157,e,1,2.377,143
10/15/2024,24,e,0,6.087,128
10/15/2024,178,a,1,4.595,200
10/15/2024,135,c,0,2.169,215
10/15/2024,69,c,0,2.268,219
10/15/2024,34,a,1,7.88,87
10/15/2024,244,e,0,7.731,66
10/15/2024,143,d,1,9.092,199
10/15/2024,201,c,0,9.324,150
10/15/2024,291,e,0,9.894,220
10/15/2024,108,b,0,2.079,203
10/15/2024,125,a,0,5.171,63
10/15/2024,144,c,0,6.56,180
10/15/2024,148,e,1,2.85,29
10/15/2024,115,c,1,9.853,219
10/15/2024,295,c,0,6.021,74
10/15/2024,101,c,0,6.567,172
10/15/2024,247,b,1,3.522,7
10/15/2024,269,c,1,2.604,4
10/15/2024,271,d,0,4.486,181
10/15/2024,26,b,1,0.55,13
10/15/2024,198,a,0,7.882,64
10/15/2024,259,d,1,0.076,175
10/15/2024,71,c,0,0.685,164
10/15/2024,224,a,0,4.165,60
10/15/2024,178,c,0,2.396,73
10/15/2024,134,c,1,9.984,118
10/15/2024,203,e,1,7.541,125
10/15/2024,35,e,0,5.02,199
10/15/2024,27,a,0,5.508,174
10/15/2024,145,c,1,4.377,14
10/15/2024,72,b,0,2.286,71
10/15/2024,266,e,1,2.62,89
10/15/2024,99,c,0,9.424,5
10/15/2024,124,e,0,9.715,219
10/15/2024,248,e,0,2.257,5
10/15/2024,157,e,0,9.593,126
10/15/2024,97,c,0,9.543,14
10/15/2024,177,d,0,6.873,6
10/15/2024,134,b,1,8.86,70
10/15/2024,178,e,1,5.301,77
10/15/2024,227,c,0,4.884,100
10/15/2024,240,d,0,3.176,138
10/15/2024,248,e,1,4.562,140
10/15/2024,157,e,1,8.157,14
10/15/2024,181,c,0,0.128,129
10/15/2024,175,a,1,7.616,73
10/15/2024,237,c,0,0.942,117
10/15/2024,169,a,1,8.396,1
10/15/2024,266,c,1,8.341,72
10/15/2024,268,d,0,6.463,171
10/15/2024,227,d,1,1.488,2
10/15/2024,188,a,1,3.45,204
10/15/2024,200,c,0,6.596,66
10/15/2024,178,d,0,9.122,119
10/15/2024,47,a,1,4.832,80
10/15/2024,69,a,1,4.138,52
10/15/2024,31,c,0,7.065,72
10/15/2024,120,e,0,0.675,11
10/15/2024,284,b,1,8.807,127
10/15/2024,183,c,1,0.928,69
10/15/2024,47,c,0,6.262,213
10/15/2024,297,c,1,3.097,171
10/15/2024,115,e,1,2.468,213
10/15/2024,83,b,1,1.525,45
10/15/2024,165,a,0,0.344,126
10/15/2024,61,d,0,1.647,32
10/15/2024,193,d,1,9.893,203
10/15/2024,41,c,0,0.596,32
10/15/2024,88,e,0,2.449,37
10/15/2024,95,a,0,4.92,128
10/15/2024,225,c,1,7.194,174
10/15/2024,244,c,1,9.057,80
10/15/2024,241,d,0,2.763,20
10/15/2024,294,b,1,7.518,172
10/15/2024,233,e,1,8.575,12
10/15/2024,85,a,1,2.034,211
10/15/2024,192,b,0,1.506,155
10/15/2024,143,e,0,3.465,177
10/15/2024,220,a,0,8.877,18
10/15/2024,148,d,1,1.346,19
10/15/2024,27,a,0,3.226,73
10/15/2024,193,d,1,5.899,34
10/15/2024,231,d,1,7.192,189
10/15/2024,155,a,0,0.892,63
10/15/2024,214,c,0,7.956,196
10/15/2024,278,e,1,9.105,170
10/15/2024,184,b,0,1.773,96
10/15/2024,275,e,1,5.422,82
10/15/2024,76,c,1,1.14,150
10/15/2024,33,b,1,2.006,204
10/15/2024,23,a,1,9.326,20
10/15/2024,127,b,1,1.619,219
10/15/2024,126,a,0,7.717,136
10/15/2024,173,c,0,8.748,192
10/15/2024,153,c,0,4.467,193
10/15/2024,217,d,1,8.933,82
10/15/2024,102,a,0,8.857,124
10/15/2024,224,a,0,5.152,175
10/15/2024,92,b,1,6.256,10
10/15/2024,225,b,0,5.78,129
10/15/2024,257,b,1,8.886,148
10/15/2024,47,c,0,3.299,163
10/15/2024,37,e,0,7.307,206
10/15/2024,257,b,0,7.1,37
10/15/2024,143,e,0,0.1,121
10/15/2024,103,e,1,8.337,175
10/15/2024,277,c,0,9.558,191
10/15/2024,141,a,0,3.405,143
10/15/2024,79,b,0,0.031,170
10/15/2024,258,d,0,9.833,50
10/15/2024,252,c,1,9.74,30
10/15/2024,224,a,0,1.298,47
10/15/2024,90,a,0,7.903,109
10/15/2024,98,a,1,5.607,29
10/15/2024,185,b,1,0.442,192
10/15/2024,99,e,0,0.549,43
10/15/2024,154,a,1,1.991,169
10/15/2024,199,b,1,4.452,30
10/15/2024,202,a,1,6.16,119
10/15/2024,81,e,1,6.916,116
10/15/2024,286,b,1,1.344,5
10/15/2024,93,c,0,8.635,80
10/15/2024,212,b,0,1.449,166
10/15/2024,71,e,1,1.999,145
10/15/2024,264,a,1,2.385,93
10/15/2024,148,e,0,3.757,134
10/15/2024,238,d,1,0.768,117
10/15/2024,194,e,0,5.607,219
10/15/2024,133,d,1,3.592,74
10/15/2024,131,b,1,4.017,18
10/15/2024,109,b,1,3.142,66
10/15/2024,283,d,0,5.892,183
10/15/2024,55,a,0,5.557,19
10/15/2024,297,e,1,0.579,77
10/15/2024,230,d,1,0.077,197
10/15/2024,274,e,0,4.664,143
10/15/2024,187,d,1,3.701,36
10/15/2024,63,e,0,7.679,168
10/15/2024,235,b,1,8.02,207
10/15/2024,195,d,1,8.341,111
10/15/2024,30,e,0,9.218,215
10/15/2024,24,d,1,2.758,149
10/15/2024,150,e,1,0.092,110
10/15/2024,238,b,0,9.808,107
10/15/2024,68,d,0,0.901,39
10/15/2024,91,c,0,6.738,197
10/15/2024,242,c,0,7.095,191
10/15/2024,111,d,1,1.469,154
10/15/2024,61,e,1,3.267,166
10/15/2024,191,e,0,3.221,132
10/15/2024,150,e,0,4.654,126
10/15/2024,140,b,1,5.155,2
10/15/2024,38,c,1,5.279,10
10/15/2024,295,b,1,8.919,71
10/15/2024,93,a,0,6.399,115
10/15/2024,201,b,1,6.08,158
10/15/2024,114,a,1,8.797,19
10/15/2024,114,e,1,7.29,197
10/15/2024,105,a,0,1.466,86
10/15/2024,53,d,1,7.57,165
10/15/2024,118,b,1,9.279,8
10/15/2024,227,b,0,2.265,84
10/15/2024,251,a,1,1.275,72
10/15/2024,116,a,0,8.147,184
10/15/2024,22,e,0,3.97,176
10/15/2024,255,e,1,9.904,23
10/15/2024,280,d,0,9.263,68
10/15/2024,235,b,0,8.246,190
10/15/2024,267,d,1,0.877,11
10/15/2024,122,b,1,2.946,185
10/15/2024,151,b,1,7.001,191
10/15/2024,52,e,0,4.979,158
10/15/2024,255,b,1,3.521,173
10/15/2024,191,a,1,1.07,34
10/15/2024,278,c,1,8.023,58
10/15/2024,259,a,1,6.686,55
10/15/2024,189,a,0,5.523,176
10/15/2024,36,a,1,5.825,128
10/15/2024,265,e,1,6.131,167
10/15/2024,233,b,1,6.411,144
10/15/2024,211,a,1,9.028,91
10/15/2024,209,b,1,3.22,107
10/15/2024,275,c,0,4.692,169
10/15/2024,137,e,1,5.66,99
10/15/2024,86,e,1,6.986,84
10/15/2024,270,d,1,9.067,70
10/15/2024,215,b,1,8.004,217
10/15/2024,33,d,1,4.147,147
10/15/2024,230,a,0,7.02,68
10/15/2024,262,e,0,6.19,48
10/15/2024,262,a,0,5.389,140
10/15/2024,177,b,0,5.811,73
10/15/2024,255,a,1,2.105,161
10/15/2024,299,a,0,8.75,18
10/15/2024,257,b,1,0.517,132
10/15/2024,256,d,0,0.994,191
10/15/2024,87,b,1,0.273,131
10/15/2024,64,c,0,6.532,196
10/15/2024,205,e,1,8.378,99
10/15/2024,147,c,0,6.713,16
10/15/2024,116,c,1,4.04,184
10/15/2024,207,a,0,4.553,131
10/15/2024,120,b,1,7.604,25
10/15/2024,40,e,1,7.444,106
10/15/2024,271,b,1,1.897,67
10/15/2024,77,d,1,2.945,114
10/15/2024,230,a,0,5.397,117
10/15/2024,170,c,1,3.191,198
10/15/2024,277,e,0,3.266,90
10/15/2024,159,e,0,7.883,6
10/15/2024,173,d,1,5.076,148
10/15/2024,209,d,0,3.192,148
10/15/2024,165,e,0,9.568,182
10/15/2024,268,d,0,3.292,213
10/15/2024,95,e,1,2.116,33
10/15/2024,285,b,0,8.982,100
10/15/2024,200,b,0,7.251,78
10/15/2024,102,a,1,5.086,44
10/15/2024,215,b,0,8.598,96
10/15/2024,100,b,0,7.658,145
10/15/2024,32,e,0,9.796,158
10/15/2024,101,c,1,4.923,131
10/15/2024,207,c,1,9.8,78
10/15/2024,212,c,0,6.256,215
10/15/2024,229,e,0,6.496,118
10/15/2024,147,c,0,8.724,211
10/15/2024,149,e,0,1.199,88
10/15/2024,143,b,0,1.444,18
10/15/2024,69,d,0,3.118,11
10/15/2024,195,c,0,3.931,30
10/15/2024,100,a,0,2.19,114
10/15/2024,186,b,0,9.011,57
10/15/2024,176,c,0,7.417,207
10/15/2024,82,b,0,6.932,73
10/15/2024,96,e,1,5.713,29
10/15/2024,80,a,1,8.14,194
10/15/2024,264,e,0,0.799,183
10/15/2024,66,c,0,6.87,68
10/15/2024,119,c,1,1.7,33
10/15/2024,266,e,1,1.086,12
10/15/2024,141,e,0,9.033,169
10/15/2024,99,a,0,1.631,219
10/15/2024,166,c,0,4.887,23
10/15/2024,191,b,1,1.925,64
10/16/2024,279,c,1,6.009,166
10/16/2024,68,a,0,1.052,155
10/16/2024,221,a,1,7.311,151
10/16/2024,268,d,1,9.85,207
10/16/2024,82,b,1,5.953,186
10/16/2024,158,d,1,9.427,205
10/16/2024,126,a,0,8.876,87
10/16/2024,154,c,1,5.197,31
10/16/2024,156,b,1,1.02,164
10/16/2024,193,a,0,8.639,199
10/16/2024,241,e,0,8.135,202
10/16/2024,77,d,0,6.722,131
10/16/2024,110,c,1,8.939,140
10/16/2024,133,a,0,1.008,67
10/16/2024,179,e,1,7.621,103
10/16/2024,57,d,0,7.809,60
10/16/2024,188,d,0,3.081,6
10/16/2024,63,d,1,1.409,125
10/16/2024,252,a,1,4.602,177
10/16/2024,54,c,1,3.25,41
10/16/2024,149,b,1,9.251,127
10/16/2024,124,c,0,4.553,178
10/16/2024,105,a,1,1.494,51
10/16/2024,160,d,1,9.558,79
10/16/2024,23,a,0,3.961,118
10/16/2024,295,a,0,9.877,162
10/16/2024,283,e,1,3.013,35
10/16/2024,115,d,1,3.999,124
10/16/2024,33,d,0,0.956,147
10/16/2024,241,b,1,8.457,194
10/16/2024,183,e,1,8.594,85
10/16/2024,29,e,0,2.101,196
10/16/2024,270,d,0,8.089,171
10/16/2024,293,e,0,5.363,98
10/16/2024,130,b,1,9.97,83
10/16/2024,67,c,1,0.471,198
10/16/2024,92,c,1,2.737,143
10/16/2024,102,b,0,8.74,96
10/16/2024,254,e,1,8.291,18
10/16/2024,68,b,0,2.088,221
10/16/2024,273,d,1,6.052,21
10/16/2024,124,c,0,8.71,142
10/16/2024,46,d,1,0.951,150
10/16/2024,249,c,1,1.684,215
10/16/2024,32,c,0,0.012,207
10/16/2024,225,d,0,8.864,145
10/16/2024,52,e,1,3.632,53
10/16/2024,114,c,0,6.918,198
10/16/2024,232,e,1,0.321,52
10/16/2024,104,a,1,6.036,86
10/16/2024,229,d,1,0.464,216
10/16/2024,133,a,0,8.058,196
10/16/2024,206,a,0,9.935,118
10/16/2024,203,a,1,4.939,36
10/16/2024,84,a,1,7.696,54
10/16/2024,289,c,1,6.01,27
10/16/2024,89,c,0,2.631,166
10/16/2024,161,e,0,2.807,38
10/16/2024,251,c,1,6.823,117
10/16/2024,299,d,0,1.548,1
10/16/2024,275,a,0,1.356,55
10/16/2024,247,c,0,1.029,151
10/16/2024,54,d,1,1.847,129
10/16/2024,256,b,0,3.916,184
10/16/2024,112,e,0,2.214,85
10/16/2024,155,a,0,0.468,157
10/16/2024,51,e,1,0.747,154
10/16/2024,297,e,1,2.71,121
10/16/2024,238,c,0,9.123,55
10/16/2024,246,d,0,1.309,96
10/16/2024,182,c,1,7.337,218
10/16/2024,233,e,1,5.58,162
10/16/2024,297,b,1,3.897,191
10/16/2024,223,e,1,9.996,152
10/16/2024,59,a,0,7.499,108
10/16/2024,284,d,1,8.682,202
10/16/2024,94,c,1,9.777,217
10/16/2024,64,e,1,6.784,89
10/16/2024,296,d,1,0.253,91
10/16/2024,92,b,0,1.983,90
10/16/2024,81,e,0,4.34,205
10/16/2024,250,b,1,4.854,86
10/16/2024,229,d,0,1.676,196
10/16/2024,76,d,0,0.407,5
10/16/2024,84,d,0,1.213,149
10/16/2024,102,a,1,0.683,213
10/16/2024,170,c,1,5.7,108
10/16/2024,95,a,1,1.056,35
10/16/2024,126,d,0,3.271,2
10/16/2024,154,c,1,6.413,40
10/16/2024,143,a,1,1.088,126
10/16/2024,41,b,0,5.094,77
10/16/2024,121,a,0,2.158,44
10/16/2024,184,b,0,1.706,54
10/16/2024,255,c,0,3.778,113
10/16/2024,93,b,0,9.595,12
10/16/2024,210,e,1,9.018,80
10/16/2024,44,b,1,9.997,165
10/16/2024,155,b,0,2.459,17
10/16/2024,82,d,0,5.365,156
10/16/2024,267,e,1,5.315,53
10/16/2024,284,e,0,6.891,6
10/16/2024,53,a,1,3.974,205
10/16/2024,58,b,1,8.934,152
10/16/2024,261,a,1,7.047,202
10/16/2024,205,c,1,2.197,83
10/16/2024,204,d,0,9.922,95
10/16/2024,164,e,0,4.455,121
10/16/2024,125,d,0,5.626,171
10/16/2024,31,a,1,6.238,217
10/16/2024,114,c,1,6.606,146
10/16/2024,270,d,1,4.518,15
10/16/2024,151,d,1,6.777,5
10/16/2024,294,c,1,4.968,193
10/16/2024,92,a,1,0.466,60
10/16/2024,225,d,1,3.539,106
10/16/2024,37,d,1,1.544,212
10/16/2024,99,e,1,3.172,70
10/16/2024,133,c,1,0.61,166
10/16/2024,217,e,0,3.357,57
10/16/2024,229,e,0,5.965,112
10/16/2024,80,e,0,0.933,124
10/16/2024,32,b,0,7.018,217
10/16/2024,184,e,0,4.591,133
10/16/2024,89,b,1,5.046,209
10/16/2024,250,d,1,1.52,182
10/16/2024,196,a,1,3.895,56
10/16/2024,71,b,0,9.01,98
10/16/2024,48,b,0,0.988,127
10/16/2024,88,a,1,6.927,213
10/16/2024,108,a,1,7.983,71
10/16/2024,49,d,0,6.794,125
10/16/2024,26,d,1,8.161,202
10/16/2024,95,a,0,9.338,183
10/16/2024,175,a,0,4.417,149
10/16/2024,27,c,1,0.028,66
10/16/2024,153,d,1,9.847,91
10/16/2024,181,a,1,0.299,207
10/16/2024,27,e,1,5.079,196
10/16/2024,53,b,0,4.267,158
10/16/2024,162,c,0,4.842,202
10/16/2024,97,d,0,1.356,164
10/16/2024,260,c,0,5.462,72
10/16/2024,84,a,1,7.232,129
10/16/2024,75,a,0,4.229,159
10/16/2024,142,c,1,0.326,183
10/16/2024,114,c,0,7.906,74
10/16/2024,213,e,1,4.367,80
10/16/2024,103,e,1,5.874,101
10/16/2024,139,c,0,4.564,105
10/16/2024,297,d,1,2.268,215
10/16/2024,179,d,1,5.912,122
10/16/2024,46,c,0,4.731,216
10/16/2024,171,b,1,9.323,98
10/16/2024,30,c,0,0.938,71
10/16/2024,186,a,0,5.649,148
10/16/2024,73,d,0,5.072,94
10/16/2024,299,e,1,9.591,197
10/16/2024,104,c,0,7.488,120
10/16/2024,253,e,1,6.705,76
10/16/2024,292,d,0,3.494,11
10/16/2024,153,c,0,0.234,106
10/16/2024,195,a,1,6.369,41
10/16/2024,252,c,1,4.142,142
10/16/2024,203,d,1,0.417,192
10/16/2024,152,a,1,7.273,64
10/16/2024,172,e,1,3.484,96
10/16/2024,245,a,0,7.664,41
10/16/2024,149,b,0,4.098,163
10/16/2024,229,b,1,6.04,205
10/16/2024,199,e,0,9.56,134
10/16/2024,189,b,1,3.489,183
10/16/2024,51,b,0,0.237,112
10/16/2024,162,e,0,5.489,120
10/16/2024,197,a,1,6.008,169
10/16/2024,141,e,0,8.536,99
10/16/2024,145,b,1,7.577,198
10/16/2024,150,e,0,4.951,10
10/16/2024,76,b,0,3.763,86
10/16/2024,106,a,1,4.763,189
10/16/2024,105,d,0,1.051,107
10/16/2024,100,c,0,8.255,74
10/16/2024,105,b,1,2.739,115
10/16/2024,185,b,0,4.035,32
10/16/2024,31,a,1,6.365,156
10/16/2024,185,c,0,4.318,98
10/16/2024,108,a,1,1.947,44
10/16/2024,113,b,1,8.824,150
10/16/2024,253,d,1,6.991,22
10/16/2024,171,a,1,4.973,192
10/16/2024,83,b,0,7.895,96
10/16/2024,38,d,0,1.996,73
10/16/2024,102,d,1,5.424,15
10/16/2024,248,d,1,9.161,93
10/16/2024,196,c,1,8.444,46
10/16/2024,110,e,1,5.141,17
10/16/2024,126,d,1,7.824,215
10/16/2024,121,b,1,3.661,129
10/16/2024,99,d,1,3.62,162
10/16/2024,250,d,1,7.638,189
10/16/2024,110,b,1,6.241,127
10/16/2024,64,d,0,0.718,12
10/16/2024,81,a,1,9.024,65
10/16/2024,164,b,1,2.483,216
10/16/2024,151,d,0,8.167,128
10/16/2024,174,e,1,4.293,193
10/16/2024,279,c,1,5.735,24
10/16/2024,59,a,1,0.453,97
10/16/2024,254,a,0,7.611,130
10/16/2024,145,b,1,5.088,142
10/16/2024,63,b,1,2.532,139
10/16/2024,214,c,1,7.827,28
10/16/2024,160,b,1,0.515,17
10/16/2024,40,a,1,0.446,180
10/16/2024,22,e,1,9.501,59
10/16/2024,298,c,1,7.801,56
10/16/2024,261,b,1,7.438,68
10/16/2024,182,e,0,5.297,144
10/16/2024,191,a,0,1.774,50
10/16/2024,291,c,1,8.423,36
10/16/2024,114,b,0,8.585,139
10/16/2024,53,c,0,0.243,58
10/16/2024,160,b,0,5.723,37
10/16/2024,70,b,1,5.898,201
10/16/2024,163,c,1,5.792,34
10/16/2024,231,b,1,4.675,106
10/16/2024,94,c,0,4.782,70
10/16/2024,124,e,0,5.683,150
10/16/2024,121,e,0,1.999,8
10/16/2024,80,b,0,0.978,189
10/16/2024,100,a,0,6.249,213
10/16/2024,223,e,0,8.074,130
10/16/2024,84,a,1,5.114,201
10/16/2024,50,b,0,0.169,116
10/16/2024,87,e,0,2.185,157
10/16/2024,84,b,1,4.308,219
10/16/2024,270,b,1,7.348,60
10/16/2024,135,a,1,6.365,23
10/16/2024,249,e,0,7.856,30
10/16/2024,281,e,1,0.29,158
10/16/2024,194,c,0,0.479,183
10/16/2024,59,d,1,3.741,25
10/16/2024,28,a,1,9.537,71
10/16/2024,75,b,1,2.852,156
10/16/2024,34,d,1,2.163,124
10/16/2024,230,c,1,6.485,215
10/16/2024,53,b,1,6.755,215
10/16/2024,81,d,1,5.763,185
10/16/2024,282,d,0,2.464,200
10/16/2024,188,c,0,2.648,90
10/16/2024,141,a,0,7.962,114
10/16/2024,277,c,0,4.278,96
10/16/2024,83,d,1,7.926,144
10/16/2024,147,a,0,6.499,193
10/16/2024,56,e,0,3.075,196
10/16/2024,102,c,1,3.493,176
10/16/2024,80,c,0,0.761,39
10/16/2024,47,d,1,6.912,40
10/16/2024,188,a,1,5.646,6
10/16/2024,130,b,1,8.671,159
10/16/2024,192,b,1,3.672,33
10/16/2024,78,e,0,1.769,117
10/16/2024,290,a,1,3.779,1
10/16/2024,282,b,1,6.368,119
10/17/2024,171,b,1,2.013,134
10/17/2024,98,c,1,5.615,208
10/17/2024,188,a,0,4.442,90
10/17/2024,120,b,1,7.753,119
10/17/2024,187,e,1,8.158,184
10/17/2024,172,e,1,1.969,2
10/17/2024,118,e,1,2.061,46
10/17/2024,237,e,0,0.136,220
10/17/2024,30,e,1,9.652,26
10/17/2024,84,c,0,5.99,62
10/17/2024,41,b,1,4.189,105
10/17/2024,297,b,1,8.674,126
10/17/2024,264,e,1,4.219,54
10/17/2024,116,b,1,4.806,147
10/17/2024,137,c,1,9.343,131
10/17/2024,246,d,0,4.606,139
10/17/2024,296,c,1,2.616,15
10/17/2024,71,c,0,7.848,44
10/17/2024,140,a,0,5.762,207
10/17/2024,38,d,0,8.535,56
10/17/2024,200,e,1,4.728,152
10/17/2024,96,c,0,5.25,27
10/17/2024,62,d,0,3.411,14
10/17/2024,155,a,0,1.753,189
10/17/2024,143,e,0,7.255,20
10/17/2024,103,b,1,2.677,180
10/17/2024,288,a,1,0.163,115
10/17/2024,165,c,0,5.105,210
10/17/2024,150,c,0,8.698,161
10/17/2024,216,b,1,8.324,52
10/17/2024,35,b,0,3.965,4
10/17/2024,55,c,1,2.078,114
10/17/2024,242,a,0,4.375,112
10/17/2024,30,c,0,8.311,171
10/17/2024,257,d,1,4.7,76
10/17/2024,68,b,1,6.263,205
10/17/2024,259,b,1,6.324,125
10/17/2024,174,c,1,1.121,86
10/17/2024,279,e,1,3.462,217
10/17/2024,91,b,0,2.884,86
10/17/2024,208,c,0,4.117,116
10/17/2024,49,e,1,9.163,157
10/17/2024,35,e,1,3.127,124
10/17/2024,250,d,0,0.37,80
10/17/2024,124,b,0,0.078,27
10/17/2024,273,d,1,1.896,73
10/17/2024,63,e,0,8.874,48
10/17/2024,276,d,1,8.972,29
10/17/2024,263,a,0,0.097,162
10/17/2024,284,e,1,8.523,186
10/17/2024,36,e,0,8.978,48
10/17/2024,279,c,1,4.162,160
10/17/2024,241,b,0,6.162,61
10/17/2024,171,a,1,1.534,4
10/17/2024,151,b,0,0.809,162
10/17/2024,178,e,0,6.074,202
10/17/2024,109,e,1,2.318,47
10/17/2024,220,c,0,4.65,6
10/17/2024,98,e,0,8.756,1
10/17/2024,225,d,0,9.454,211
10/17/2024,271,c,1,8.294,18
10/17/2024,270,b,0,1.239,74
10/17/2024,139,c,0,8.118,131
10/17/2024,248,c,0,8.443,189
10/17/2024,228,c,0,3.999,209
10/17/2024,173,c,1,5.378,199
10/17/2024,201,d,0,4.935,26
10/17/2024,279,a,1,2.616,139
10/17/2024,276,d,1,8.283,209
10/17/2024,210,c,1,8.274,165
10/17/2024,140,b,1,2.772,8
10/17/2024,297,c,1,0.891,62
10/17/2024,247,c,0,0.618,103
10/17/2024,28,d,0,6.709,26
10/17/2024,241,a,0,8.327,91
10/17/2024,33,a,1,1.388,47
10/17/2024,97,e,0,2.022,62
10/17/2024,196,d,0,6.719,139
10/17/2024,127,b,0,7.632,162
10/17/2024,90,b,0,5.578,50
10/17/2024,214,d,0,7.78,101
